Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,r,theta,z
34.41,48.72,50.26,56.98,50.82,74.08,58.13,1.6,350.11,10
34.41,49.83,56.48,56.98,52.8,68.47,59.19,1.6,350.11,10
35.26,50.94,50.26,57.93,49.83,71.28,61.31,1.6,350.11,10
36.11,50.94,50.26,56.98,50.82,72.68,60.25,1.6,350.11,10
33.56,48.72,52.33,57.93,50.82,67.06,60.25,1.6,350.11,10
33.56,48.72,51.3,56.98,53.79,69.87,60.25,1.6,350.11,10
33.56,50.94,57.51,58.88,54.78,72.68,60.25,1.6,350.11,10
35.26,48.72,54.41,56.98,45.86,69.87,61.31,1.6,350.11,10
34.41,50.94,53.37,54.11,51.81,72.68,61.31,1.6,350.11,10
33.56,46.51,51.3,57.93,50.82,72.68,59.19,1.6,350.11,10
35.26,49.83,51.3,56.98,50.82,71.28,59.19,1.6,350.11,10
33.56,47.62,53.37,57.93,49.83,72.68,60.25,1.6,350.11,10
35.26,50.94,56.48,57.93,51.81,71.28,60.25,1.6,350.11,10
35.26,43.19,54.41,56.02,48.84,68.47,62.37,1.6,350.11,10
35.26,44.3,50.26,57.93,55.77,71.28,59.19,1.6,350.11,10
32.71,45.4,52.33,56.98,55.77,68.47,59.19,1.6,350.11,10
35.26,50.94,51.3,58.88,54.78,71.28,58.13,1.6,350.11,10
34.41,48.72,52.33,58.88,50.82,72.68,58.13,1.6,350.11,10
33.56,47.62,49.23,55.07,52.8,67.06,61.31,1.6,350.11,10
32.71,48.72,51.3,57.93,52.8,71.28,61.31,1.6,350.11,10
35.26,45.4,54.41,56.98,51.81,72.68,62.37,1.6,350.11,10
33.56,44.3,51.3,56.02,54.78,72.68,60.25,1.6,350.11,10
37.8,46.51,52.33,57.93,48.84,75.49,62.37,1.6,350.11,10
36.11,49.83,53.37,57.93,52.8,74.08,62.37,1.6,350.11,10
34.41,46.51,51.3,60.79,54.78,78.3,62.37,1.6,350.11,10
35.26,45.4,55.44,57.93,54.78,69.87,61.31,1.6,350.11,10
35.26,45.4,50.26,57.93,55.77,72.68,62.37,1.6,350.11,10
34.41,50.94,52.33,56.98,56.76,72.68,62.37,1.6,350.11,10
34.41,47.62,50.26,58.88,50.82,69.87,62.37,1.6,350.11,10
32.71,46.51,54.41,57.93,50.82,69.87,59.19,1.6,350.11,10
36.11,46.51,50.26,57.93,58.75,71.28,60.25,1.6,350.11,10
32.71,47.62,50.26,57.93,53.79,72.68,61.31,1.6,350.11,10
35.26,47.62,53.37,58.88,52.8,75.49,62.37,1.6,350.11,10
33.56,47.62,54.41,59.84,54.78,69.87,61.31,1.6,350.11,10
34.41,46.51,53.37,55.07,55.77,74.08,61.31,1.6,350.11,10
33.56,46.51,52.33,56.98,51.81,74.08,61.31,1.6,350.11,10
34.41,44.3,47.15,58.88,60.73,72.68,60.25,1.6,350.11,10
33.56,48.72,51.3,56.98,55.77,69.87,61.31,1.6,350.11,10
34.41,47.62,52.33,58.88,53.79,71.28,65.55,1.6,350.11,10
34.41,47.62,52.33,57.93,55.77,71.28,61.31,1.6,350.11,10
34.41,47.62,49.23,57.93,53.79,75.49,60.25,1.6,350.11,10
34.41,46.51,52.33,57.93,53.79,75.49,60.25,1.6,350.11,10
31.87,46.51,54.41,56.98,53.79,71.28,60.25,1.6,350.11,10
35.26,45.4,50.26,56.98,56.76,74.08,63.43,1.6,350.11,10
33.56,47.62,50.26,57.93,52.8,74.08,63.43,1.6,350.11,10
34.41,43.19,54.41,56.98,54.78,71.28,59.19,1.6,350.11,10
33.56,42.08,50.26,56.02,55.77,71.28,62.37,1.6,350.11,10
35.26,43.19,52.33,58.88,57.76,71.28,62.37,1.6,350.11,10
34.41,47.62,49.23,56.02,53.79,74.08,61.31,1.6,350.11,10
35.26,45.4,52.33,57.93,55.77,75.49,63.43,1.6,350.11,10
34.41,48.72,52.33,56.98,56.76,69.87,62.37,1.6,350.11,10
35.26,46.51,52.33,57.93,53.79,74.08,60.25,1.6,350.11,10
31.87,44.3,52.33,58.88,55.77,71.28,64.49,1.6,350.11,10
34.41,48.72,51.3,56.98,53.79,72.68,61.31,1.6,350.11,10
34.41,46.51,52.33,58.88,53.79,69.87,62.37,1.6,350.11,10
35.26,48.72,53.37,56.98,60.73,69.87,61.31,1.6,350.11,10
34.41,46.51,53.37,58.88,60.73,67.06,62.37,1.6,350.11,10
36.95,46.51,51.3,59.84,54.78,71.28,60.25,1.6,350.11,10
35.26,46.51,50.26,56.02,53.79,68.47,59.19,1.6,350.11,10
32.71,44.3,49.23,56.98,57.76,69.87,61.31,1.6,350.11,10
36.95,42.08,51.3,57.93,59.74,76.89,61.31,1.6,350.11,10
34.41,45.4,50.26,56.02,56.76,74.08,62.37,1.6,350.11,10
36.95,40.97,52.33,56.02,57.76,71.28,60.25,1.6,350.11,10
35.26,47.62,47.15,57.93,57.76,74.08,59.19,1.6,350.11,10
33.56,45.4,53.37,58.88,62.71,69.87,60.25,1.6,350.11,10
34.41,38.76,52.33,58.88,58.75,71.28,63.43,1.6,350.11,10
32.71,45.4,50.26,56.98,54.78,69.87,60.25,1.6,350.11,10
35.26,45.4,53.37,58.88,54.78,72.68,58.13,1.8,350.11,10
33.56,37.65,55.44,55.07,58.75,69.87,60.25,1.8,350.11,10
33.56,45.4,50.26,56.98,60.73,69.87,60.25,1.8,350.11,10
32.71,40.97,52.33,56.02,60.73,69.87,58.13,1.8,350.11,10
35.26,43.19,53.37,56.98,58.75,71.28,59.19,1.8,350.11,10
34.41,37.65,52.33,56.02,56.76,75.49,60.25,1.8,350.11,10
34.41,42.08,52.33,52.21,56.76,75.49,60.25,1.8,350.11,10
32.71,44.3,52.33,56.02,62.71,72.68,60.25,1.8,350.11,10
35.26,46.51,52.33,55.07,57.76,71.28,62.37,1.8,350.11,10
34.41,44.3,53.37,56.02,53.79,75.49,59.19,1.8,350.11,10
35.26,38.76,51.3,56.98,54.78,72.68,60.25,1.8,350.11,10
32.71,40.97,52.33,58.88,61.72,72.68,61.31,1.8,350.11,10
34.41,39.87,54.41,56.02,58.75,74.08,60.25,1.8,350.11,10
33.56,42.08,51.3,56.98,61.72,69.87,60.25,1.8,350.11,10
33.56,43.19,53.37,56.98,54.78,71.28,59.19,1.8,350.11,10
36.11,39.87,52.33,56.98,61.72,72.68,61.31,1.8,350.11,10
36.11,39.87,52.33,56.98,62.71,74.08,59.19,1.8,350.11,10
